ID,country,language,socialNbFollowers,socialClassesLiked,classesListed,classesOffered,classesPassRate,classesWished,classesEnrolled,gender
51589,France,fr,3,0,0,0,0,0,0,F
51590,Suisse,fr,3,3,0,0,0,0,0,F
51591,Gr??ce,en,3,14,0,0,0,5,1,F
51592,Italie,it,3,0,0,0,0,0,0,M
51593,Chine,en,3,9,0,0,0,0,0,F
51594,Etats-Unis,en,3,0,0,0,0,0,0,F
51595,Finlande,en,3,0,0,0,0,1,0,F
51596,Etats-Unis,en,3,0,0,0,0,0,0,F
51597,Etats-Unis,en,3,0,0,0,0,0,0,F
51598,France,fr,3,0,0,0,0,0,0,M
51599,Royaume-Uni,it,3,0,0,0,0,0,0,F
51600,France,fr,3,0,0,0,0,0,0,M
51601,Australie,en,3,0,0,0,0,0,0,F
51602,Royaume-Uni,en,3,0,0,0,0,0,0,M
51603,Italie,it,3,0,0,0,0,0,0,F
51604,Etats-Unis,en,3,1,0,0,0,0,0,F
51605,Italie,it,3,0,0,0,0,0,0,F
51606,Autriche,de,3,0,0,0,0,0,0,F
51607,Etats-Unis,en,3,0,0,0,0,0,0,F
51608,Etats-Unis,en,3,0,0,0,0,0,0,F
51609,Australie,en,3,0,0,0,0,0,0,F
51610,Etats-Unis,en,3,0,0,0,0,0,0,F
51611,France,fr,3,0,0,0,0,0,0,M
51612,Australie,en,3,0,0,0,0,0,0,F
51613,Autriche,de,3,37,0,0,0,3,0,F
51614,Etats-Unis,en,3,0,0,0,0,0,0,M
51615,Italie,it,3,0,0,0,0,0,0,M
51616,Philippines,en,3,0,0,0,0,0,0,F
51617,Portugal,en,3,3,0,0,0,0,0,F
51618,Etats-Unis,en,3,0,0,0,0,0,0,F
51619,France,fr,3,0,0,0,0,0,0,M
51620,Espagne,es,3,0,0,0,0,0,0,F
51621,Etats-Unis,en,3,0,0,0,0,0,0,F
51622,Australie,en,3,150,0,0,0,2,0,F
51623,France,fr,3,0,0,0,0,0,0,M
51624,Roumanie,en,3,58,0,0,0,3,0,F
51625,Etats-Unis,en,3,0,0,0,0,0,0,F
51626,Australie,en,3,0,0,0,0,0,0,F
51627,Etats-Unis,es,3,0,0,0,0,0,0,M
51628,Australie,en,3,1,0,0,0,0,0,M
51629,Italie,it,3,0,0,0,0,0,0,M
51630,Australie,en,3,2,0,0,0,1,0,F
51631,Etats-Unis,en,3,0,0,0,0,0,0,F
51632,France,fr,3,0,0,0,0,0,0,M
51633,Etats-Unis,en,3,0,0,0,0,0,0,F
51634,France,en,3,0,0,0,0,0,0,M
51635,France,en,3,0,0,0,0,0,0,M
51636,Etats-Unis,en,3,0,0,0,0,0,0,M
51637,France,en,3,0,0,0,0,0,0,F
51638,France,fr,3,0,0,0,0,0,0,F
51639,Etats-Unis,en,3,0,0,0,0,0,0,M
51640,Italie,it,3,0,0,0,0,0,0,F
51641,Allemagne,de,3,1,0,0,0,0,0,F
51642,Australie,en,3,0,0,0,0,0,0,F
51643,Moldavie,en,3,0,0,0,0,0,0,F
51644,Etats-Unis,en,3,0,0,0,0,0,0,M
51645,Royaume-Uni,en,3,0,0,0,0,0,0,F
51646,Etats-Unis,en,3,0,0,0,0,0,0,F
51647,Etats-Unis,en,3,0,0,0,0,0,0,F
51648,France,fr,3,0,0,0,0,0,0,F
51649,France,fr,3,0,0,0,0,0,0,M
51650,Maroc,fr,3,0,0,0,0,0,0,F
51651,Chine,en,3,0,0,0,0,0,0,F
51652,Chine,en,3,0,0,0,0,0,0,F
51653,Espagne,es,3,0,0,0,0,0,0,F
51654,Etats-Unis,en,3,0,0,0,0,0,0,F
51655,Etats-Unis,en,3,0,0,0,0,0,0,F
51656,Etats-Unis,en,3,1,0,0,0,2,0,F
51657,Royaume-Uni,en,3,0,0,0,0,0,0,F
51658,Etats-Unis,en,3,0,0,0,0,0,0,M
51659,Etats-Unis,en,3,4,0,0,0,5,0,F
51660,Etats-Unis,en,3,0,0,0,0,0,0,F
51661,France,fr,3,0,0,0,0,0,0,F
51662,France,fr,3,0,0,0,0,0,0,F
51663,Etats-Unis,en,3,0,0,0,0,0,0,F
51664,Etats-Unis,en,3,0,0,0,0,0,0,F
51665,Italie,it,3,0,0,0,0,0,0,M
51666,Allemagne,de,3,4,0,0,0,0,0,M
51667,Royaume-Uni,en,3,0,0,0,0,0,0,F
51668,Etats-Unis,en,3,0,0,0,0,0,0,F
51669,Etats-Unis,en,3,0,0,0,0,0,0,F
51670,Italie,it,3,0,0,0,0,0,0,M
51671,France,de,3,0,0,0,0,0,0,F
51672,Espagne,es,3,0,0,0,0,0,0,F
51673,France,fr,3,0,0,0,0,0,0,M
51674,Australie,en,3,1,0,0,0,0,0,F
51675,Etats-Unis,en,3,0,0,0,0,0,0,F
51676,Etats-Unis,en,3,0,0,0,0,0,0,F
51677,Espagne,es,3,0,0,0,0,0,0,F
51678,Etats-Unis,en,3,24,0,0,0,2,0,F
51679,Australie,en,3,0,0,0,0,0,0,F
51680,Royaume-Uni,en,3,1,0,0,0,2,2,M
51681,Etats-Unis,en,3,0,0,0,0,0,0,F
51682,Maroc,fr,3,0,0,0,0,0,0,M
51683,Italie,it,3,0,0,0,0,0,0,M
51684,Etats-Unis,en,3,0,0,0,0,0,0,M
51685,Royaume-Uni,en,3,0,0,0,0,0,0,M
51686,Allemagne,en,3,0,0,0,0,0,0,M
51687,Etats-Unis,en,3,0,0,0,0,0,0,F
51688,Etats-Unis,en,3,1,0,0,0,0,0,F
51689,Etats-Unis,en,3,0,0,0,0,0,0,M
51690,Allemagne,de,3,5,0,0,0,0,0,M
51691,Etats-Unis,en,3,0,0,0,0,0,0,F
51692,Italie,it,3,0,0,0,0,0,0,F
51693,Royaume-Uni,en,3,0,0,0,0,0,0,M
51694,Etats-Unis,en,3,0,0,0,0,5,0,F
51695,Etats-Unis,en,3,0,0,0,0,0,0,F
51696,Etats-Unis,en,3,0,0,0,0,0,0,F
51697,Etats-Unis,en,3,0,0,0,0,0,0,M
51698,Royaume-Uni,en,3,0,0,0,0,0,0,F
51699,Canada,fr,3,1,0,0,0,0,0,F
51700,Etats-Unis,en,3,0,0,0,0,0,0,F
51701,Etats-Unis,es,3,0,0,0,0,0,0,M
51702,France,fr,3,0,0,0,0,0,0,M
51703,Etats-Unis,en,3,0,0,0,0,0,0,F
51704,Royaume-Uni,en,3,0,0,0,0,0,0,F
51705,Royaume-Uni,en,3,0,0,0,0,0,0,M
51706,Etats-Unis,en,3,0,0,0,0,0,0,M
51707,Alg??rie,fr,3,0,0,0,0,0,0,M
51708,Etats-Unis,en,3,0,0,0,0,0,0,F
51709,France,fr,3,0,0,0,0,0,0,M
51710,Etats-Unis,en,3,0,0,0,0,0,0,F
51711,Australie,en,3,0,0,0,0,0,0,F
51712,Royaume-Uni,en,3,0,0,0,0,0,0,F
51713,Canada,en,3,0,0,0,0,0,0,F
51714,France,fr,3,0,0,0,0,0,0,F
51715,Etats-Unis,en,3,0,0,0,0,0,0,F
51716,Canada,fr,3,0,0,0,0,0,0,F
51717,Etats-Unis,en,3,1,0,0,0,6,0,M
51718,France,fr,3,0,0,0,0,0,0,F
51719,Irlande,en,3,0,0,0,0,3,0,F
51720,Allemagne,en,3,0,0,0,0,0,0,M
51721,Italie,it,3,0,0,0,0,0,0,M
51722,Royaume-Uni,en,3,0,0,0,0,0,0,M
51723,Singapour,en,3,0,0,0,0,0,0,F
51724,Hong Kong,en,3,10,0,0,0,0,0,F
51725,France,fr,3,0,0,0,0,0,0,F
51726,Australie,en,3,3,0,0,0,34,0,F
51727,Chine,en,3,0,0,0,0,0,0,F
51728,Royaume-Uni,en,3,65,0,0,0,12,1,M
51729,Etats-Unis,en,3,0,0,0,0,1,0,F
51730,Australie,en,3,0,0,0,0,0,0,F
51731,Etats-Unis,en,3,0,0,0,0,0,0,F
51732,Royaume-Uni,en,3,0,0,0,0,0,0,F
51733,Etats-Unis,en,3,0,0,0,0,0,0,M
51734,France,fr,3,0,0,0,0,0,0,M
51735,Etats-Unis,en,3,0,0,0,0,0,0,F
51736,Etats-Unis,en,3,0,0,0,0,0,0,F
51737,Royaume-Uni,en,3,0,0,0,0,0,0,F
51738,Etats-Unis,en,3,0,0,0,0,0,0,F
51739,France,en,3,0,0,0,0,0,0,M
51740,France,en,3,0,0,0,0,0,0,M
51741,France,en,3,0,0,0,0,0,0,F
51742,Royaume-Uni,en,3,0,0,0,0,0,0,F
51743,Etats-Unis,en,3,22,0,0,0,5,1,F
51744,Australie,en,3,0,0,0,0,0,0,F
51745,Etats-Unis,en,3,0,0,0,0,0,0,F
51746,Etats-Unis,en,3,0,0,0,0,0,0,F
51747,Italie,it,3,0,0,0,0,0,0,M
51748,Etats-Unis,en,3,0,0,0,0,7,0,F
51749,Etats-Unis,en,3,4,0,0,0,2,0,F
51750,France,fr,3,0,0,0,0,0,0,F
51751,Nouvelle Z??lande,en,3,0,0,0,0,0,0,F
51752,Etats-Unis,en,3,1,0,0,0,0,0,F
51753,Etats-Unis,en,3,0,0,0,0,0,0,F
51754,Australie,en,3,0,0,0,0,0,0,F
51755,Danemark,en,3,0,0,0,0,0,0,M
51756,Etats-Unis,en,3,0,0,0,0,0,0,F
51757,Etats-Unis,en,3,0,0,0,0,0,0,F
51758,Italie,en,3,0,0,0,0,0,0,F
51759,Hong Kong,en,3,0,0,0,0,0,0,F
51760,Etats-Unis,en,3,0,0,0,0,0,0,F
51761,Etats-Unis,en,3,0,0,0,0,0,0,F
51762,France,fr,3,0,0,0,0,0,0,M
51763,Canada,en,3,0,0,0,0,1,0,F
51764,France,fr,3,0,0,0,0,0,0,M
51765,Royaume-Uni,en,3,0,0,0,0,0,0,M
51766,Etats-Unis,en,3,0,0,0,0,0,0,F
51767,Etats-Unis,en,3,0,0,0,0,0,0,F
51768,Etats-Unis,en,3,0,0,0,0,0,0,F
51769,Australie,en,3,4,0,0,0,1,0,F
51770,Italie,it,3,0,0,0,0,1,0,F
51771,Etats-Unis,en,3,0,0,0,0,0,0,F
51772,Etats-Unis,en,3,0,0,0,0,0,0,F
51773,Etats-Unis,es,3,0,0,0,0,0,0,F
51774,Etats-Unis,en,3,0,0,0,0,0,0,F
51775,G??orgie,en,3,0,0,0,0,0,0,F
51776,Etats-Unis,en,3,0,0,0,0,0,0,M
51777,Etats-Unis,en,3,1,0,0,0,1,0,F
51778,Etats-Unis,en,3,0,0,0,0,0,0,M
51779,Etats-Unis,en,3,0,0,0,0,0,0,F
51780,Etats-Unis,en,3,0,0,0,0,0,0,F
51781,France,fr,3,0,0,0,0,0,0,F
51782,Etats-Unis,en,3,0,0,0,0,0,0,F
51783,Royaume-Uni,en,3,0,0,0,0,0,0,F
51784,Mexique,es,3,0,0,0,0,0,0,F
51785,Canada,en,3,0,0,0,0,0,0,F
51786,France,fr,3,0,0,0,0,0,0,F
51787,Serbie,en,3,0,0,0,0,0,0,F
51788,France,fr,3,0,0,0,0,0,0,F
51789,Royaume-Uni,en,3,4,0,0,0,0,0,F
51790,France,fr,3,0,0,0,0,0,0,F
51791,Etats-Unis,en,3,0,0,0,0,0,0,M
51792,R??publique tch??que,en,3,0,0,0,0,0,0,M
51793,Etats-Unis,en,3,0,0,0,0,0,0,F
51794,Canada,en,3,0,0,0,0,0,0,F
51795,France,fr,3,8,0,0,0,0,0,F
51796,Canada,en,3,0,0,0,0,0,0,F
51797,Etats-Unis,en,3,0,0,0,0,0,0,F
51798,Chili,es,3,0,0,0,0,0,0,M
51799,Etats-Unis,en,3,0,0,0,0,0,0,M
51800,Canada,en,3,0,0,0,0,0,0,F
51801,Etats-Unis,en,3,12,0,0,0,1,0,F
51802,Etats-Unis,en,3,0,0,0,0,0,0,M
51803,Etats-Unis,en,3,0,0,0,0,0,0,F
51804,Etats-Unis,en,3,0,0,0,0,0,0,F
51805,Etats-Unis,en,3,1,0,0,0,0,0,F
51806,France,fr,3,0,0,0,0,0,0,F
51807,Royaume-Uni,en,3,0,0,0,0,0,0,M
51808,France,fr,3,0,0,0,0,2,0,F
51809,Etats-Unis,en,3,2,0,0,0,2,0,F
51810,France,fr,3,0,0,0,0,0,0,M
51811,Etats-Unis,en,3,0,0,0,0,0,0,F
51812,Canada,en,3,0,0,0,0,0,0,F
51813,Royaume-Uni,en,3,0,0,0,0,0,0,F
51814,Etats-Unis,en,3,0,0,0,0,0,0,F
51815,Etats-Unis,en,3,0,0,0,0,0,0,F
51816,Etats-Unis,en,3,0,0,0,0,0,0,F
51817,Etats-Unis,en,3,0,0,0,0,0,0,F
51818,Australie,en,3,0,0,0,0,0,0,M
51819,Etats-Unis,en,3,0,0,0,0,0,0,F
51820,Canada,en,3,0,0,0,0,0,0,F
51821,Allemagne,de,3,0,0,0,0,0,0,M
51822,Etats-Unis,en,3,1,0,0,0,0,0,F
51823,Etats-Unis,en,3,0,0,0,0,0,0,F
51824,Etats-Unis,en,3,4,0,0,0,3,0,F
51825,Royaume-Uni,en,3,0,0,0,0,0,0,F
51826,Nouvelle Cal??donie,fr,3,0,0,0,0,0,0,F
51827,Etats-Unis,en,3,0,0,0,0,0,0,F
51828,Etats-Unis,en,3,0,0,0,0,0,0,M
51829,Allemagne,de,3,11,0,0,0,0,0,F
51830,Royaume-Uni,en,3,0,0,0,0,0,0,F
51831,Etats-Unis,en,3,0,0,0,0,0,0,F
51832,Etats-Unis,en,3,3,0,0,0,0,0,F
51833,Australie,en,3,0,0,0,0,0,0,F
51834,Etats-Unis,en,3,0,0,0,0,0,0,F
51835,Royaume-Uni,en,3,0,0,0,0,0,0,M
51836,Etats-Unis,en,3,10,0,0,0,0,1,F
51837,Australie,en,3,0,0,0,0,0,0,M
51838,Etats-Unis,en,3,0,0,0,0,0,0,M
51839,Etats-Unis,en,3,0,0,0,0,0,0,F
51840,France,fr,3,0,0,0,0,0,0,F
51841,Etats-Unis,en,3,0,0,0,0,0,0,F
51842,Etats-Unis,en,3,0,0,0,0,0,0,F
51843,Royaume-Uni,en,3,0,0,0,0,1,0,F
51844,Etats-Unis,en,3,0,0,0,0,0,0,F
51845,France,en,3,0,0,0,0,0,0,M
51846,France,en,3,0,0,0,0,0,0,F
51847,France,en,3,0,0,0,0,0,0,M
51848,Hong Kong,en,3,1,0,0,0,0,0,F
51849,Pays-Bas,en,3,0,0,0,0,4,0,F
51850,Etats-Unis,en,3,1,0,0,0,0,0,F
51851,Etats-Unis,en,3,0,0,0,0,0,0,F
51852,Etats-Unis,en,3,1,0,0,0,0,0,F
51853,Canada,en,3,0,0,0,0,0,0,M
51854,Etats-Unis,en,3,0,0,0,0,0,0,F
51855,Hong Kong,en,3,0,0,0,0,0,0,F
51856,Etats-Unis,en,3,0,0,0,0,0,0,M
51857,Australie,en,3,0,0,0,0,0,0,F
51858,Etats-Unis,en,3,0,0,0,0,0,0,F
51859,Canada,en,3,0,0,0,0,0,0,M
51860,Etats-Unis,en,3,0,0,0,0,0,0,F
51861,Etats-Unis,en,3,0,0,0,0,0,0,F
51862,Etats-Unis,en,3,0,0,0,0,0,0,M
51863,Etats-Unis,en,3,0,0,0,0,0,0,M
51864,Finlande,en,3,1,0,0,0,3,0,M
51865,Etats-Unis,en,3,0,0,0,0,0,0,F
51866,Etats-Unis,en,3,0,0,0,0,0,0,F
51867,Espagne,es,3,0,0,0,0,0,0,F
51868,Canada,en,3,0,0,0,0,0,0,F
51869,Etats-Unis,en,3,0,0,0,0,0,0,F
51870,Etats-Unis,en,3,0,0,0,0,0,0,F
51871,Hong Kong,en,3,27,0,0,0,6,0,F
51872,Etats-Unis,en,3,0,0,0,0,0,0,M
51873,France,fr,3,0,0,0,0,0,0,F
51874,Canada,en,3,0,0,0,0,1,0,F
51875,Etats-Unis,en,3,0,0,0,0,0,0,F
51876,Royaume-Uni,en,3,0,0,0,0,0,0,F
51877,Etats-Unis,en,3,0,0,0,0,0,0,F
51878,Etats-Unis,en,3,0,0,0,0,0,0,F
51879,Etats-Unis,en,3,0,0,0,0,0,0,F
51880,France,fr,3,0,0,0,0,0,0,F
51881,Royaume-Uni,en,3,0,0,0,0,0,0,F
51882,Royaume-Uni,en,3,0,0,0,0,0,0,M
51883,Canada,en,3,0,0,0,0,0,0,F
51884,Etats-Unis,en,3,0,0,0,0,0,0,F
51885,Etats-Unis,en,3,0,0,0,0,0,0,F
51886,Etats-Unis,en,3,0,0,0,0,0,0,F
51887,Etats-Unis,en,3,0,0,0,0,0,0,F
51888,Etats-Unis,en,3,0,0,0,0,0,0,F
51889,Etats-Unis,en,3,0,0,0,0,0,0,F
51890,Etats-Unis,en,3,0,0,0,0,0,0,F
51891,Etats-Unis,en,3,0,0,0,0,0,0,F
51892,Etats-Unis,en,3,1,0,0,0,0,0,F
51893,Inde,en,3,0,0,0,0,0,0,M
51894,Allemagne,de,3,0,0,0,0,0,0,F
51895,Hong Kong,en,3,0,0,0,0,0,0,F
51896,Allemagne,de,3,0,0,0,0,0,0,M
51897,Etats-Unis,en,3,1,0,0,0,4,0,F
51898,Etats-Unis,en,3,0,0,0,0,0,0,F
51899,Etats-Unis,en,3,7,0,0,0,0,0,F
51900,Canada,en,3,0,0,0,0,0,0,F
51901,Etats-Unis,en,3,0,0,0,0,0,0,F
51902,Australie,en,3,0,0,0,0,0,0,F
51903,Etats-Unis,en,3,0,0,0,0,0,0,M
51904,Etats-Unis,en,3,0,0,0,0,0,0,F
51905,Etats-Unis,en,3,0,0,0,0,0,0,F
51906,Australie,en,3,0,0,0,0,0,0,F
51907,Canada,en,3,0,0,0,0,0,0,F
51908,Canada,fr,3,0,0,0,0,0,0,F
51909,France,fr,3,0,0,0,0,0,0,F
51910,Etats-Unis,en,3,0,0,0,0,0,0,F
51911,Espagne,en,3,0,0,0,0,0,0,F
51912,Etats-Unis,en,3,35,0,0,0,0,1,F
51913,Etats-Unis,en,3,0,0,0,0,0,0,F
51914,Espagne,es,3,0,0,0,0,0,0,F
51915,Etats-Unis,en,3,0,0,0,0,0,0,M
51916,Etats-Unis,en,3,0,0,0,0,0,0,F
51917,Canada,en,3,0,0,0,0,0,0,F
51918,Etats-Unis,en,3,1,0,0,0,0,0,F
51919,Royaume-Uni,en,3,0,0,0,0,0,0,F
51920,Hong Kong,en,3,0,0,0,0,0,0,M
51921,Etats-Unis,en,3,0,0,0,0,0,0,F
51922,Allemagne,fr,3,0,0,0,0,0,0,F
51923,Cor??e du Sud,en,3,0,0,0,0,0,0,M
51924,Etats-Unis,en,3,1,0,0,0,0,0,F
51925,Etats-Unis,en,3,0,0,0,0,0,0,M
51926,Etats-Unis,en,3,0,0,0,0,0,0,F
51927,Royaume-Uni,en,3,0,0,0,0,0,0,F
51928,Etats-Unis,en,3,0,0,0,0,0,0,F
51929,Allemagne,de,3,0,0,0,0,0,0,F
51930,Etats-Unis,en,3,0,0,0,0,0,0,F
51931,France,fr,3,0,0,0,0,0,0,M
51932,France,fr,3,0,0,0,0,0,0,F
51933,Etats-Unis,en,3,0,0,0,0,0,0,F
51934,Etats-Unis,en,3,8,0,0,0,0,0,F
51935,Etats-Unis,en,3,0,0,0,0,0,0,M
51936,Allemagne,en,3,0,0,0,0,0,0,M
51937,Etats-Unis,en,3,0,0,0,0,0,0,F
51938,Etats-Unis,en,3,0,0,0,0,0,0,M
51939,Etats-Unis,en,3,1,0,0,0,0,0,F
51940,Etats-Unis,en,3,0,0,0,0,0,0,M
51941,Canada,en,3,0,0,0,0,0,0,F
51942,Etats-Unis,en,3,0,0,0,0,0,0,F
51943,France,fr,3,0,0,0,0,0,0,F
51944,Etats-Unis,en,3,0,0,0,0,0,0,F
51945,Etats-Unis,en,3,5,0,0,0,0,0,F
51946,Etats-Unis,en,3,0,0,0,0,0,0,F
51947,Taiwan,en,3,3,0,0,0,42,0,F
51948,Canada,en,3,0,0,0,0,0,0,F
51949,Etats-Unis,en,3,0,0,0,0,0,0,M
51950,Etats-Unis,en,3,0,0,0,0,0,0,M
51951,Etats-Unis,en,3,0,0,0,0,0,0,F
51952,Australie,en,3,0,0,0,0,0,0,F
51953,Etats-Unis,en,3,0,0,0,0,0,0,M
51954,Etats-Unis,en,3,1,0,0,0,0,0,F
51955,Etats-Unis,en,3,0,0,0,0,0,0,M
51956,Etats-Unis,en,3,0,0,0,0,0,0,F
51957,Etats-Unis,en,3,0,0,0,0,0,0,F
51958,Etats-Unis,en,3,0,0,0,0,0,0,F
51959,Etats-Unis,en,3,0,0,0,0,1,0,F
51960,Etats-Unis,en,3,0,0,0,0,0,0,M
51961,Hong Kong,en,3,0,0,0,0,0,0,F
51962,Etats-Unis,en,3,1,0,0,0,0,0,F
51963,Etats-Unis,en,3,0,0,0,0,0,0,F
51964,Etats-Unis,en,3,0,0,0,0,0,0,F
51965,Etats-Unis,en,3,0,0,0,0,0,0,F
51966,France,fr,3,15,0,0,0,1,0,F
51967,Colombie,es,3,0,0,0,0,0,0,F
51968,Etats-Unis,en,3,0,0,0,0,0,0,F
51969,Etats-Unis,en,3,0,0,0,0,0,0,F
51970,Norv??ge,en,3,4,0,0,0,0,0,F
51971,Etats-Unis,en,3,0,0,0,0,0,0,F
51972,France,en,3,0,0,0,0,0,0,F
51973,France,en,3,0,0,0,0,0,0,M
51974,France,en,3,0,0,0,0,0,0,M
51975,Etats-Unis,en,3,0,0,0,0,0,0,M
51976,Finlande,en,3,0,0,0,0,0,0,F
51977,Etats-Unis,en,3,0,0,0,0,0,0,F
51978,France,en,3,0,0,0,0,0,0,M
51979,France,en,3,0,0,0,0,0,0,M
51980,Nouvelle Z??lande,en,3,0,0,0,0,0,0,F
51981,Etats-Unis,en,3,0,0,0,0,0,0,F
51982,Etats-Unis,en,3,0,0,0,0,0,0,M
51983,Etats-Unis,en,3,0,0,0,0,0,1,M
51984,Etats-Unis,en,3,0,0,0,0,0,0,F
51985,Etats-Unis,en,3,0,0,0,0,0,0,F
51986,Etats-Unis,en,3,0,0,0,0,0,0,M
51987,Etats-Unis,en,3,1,0,0,0,0,0,F
51988,Etats-Unis,en,3,0,0,0,0,0,0,F
51989,Etats-Unis,en,3,0,0,0,0,0,0,F
51990,Espagne,es,3,40,0,0,0,0,0,F
51991,Etats-Unis,en,3,0,0,0,0,0,0,F
51992,Etats-Unis,en,3,0,0,0,0,0,0,F
51993,Australie,en,3,0,0,0,0,0,0,F
51994,Taiwan,en,3,0,0,0,0,0,0,F
51995,Etats-Unis,en,3,0,0,0,0,1,0,F
51996,Etats-Unis,en,3,0,0,0,0,0,0,F
51997,Etats-Unis,en,3,2,0,0,0,0,0,F
51998,Etats-Unis,en,3,0,0,0,0,0,0,M
51999,Malaisie,en,3,0,0,0,0,0,0,F
52000,Etats-Unis,en,3,1,0,0,0,1,0,M
52001,Etats-Unis,en,3,0,0,0,0,0,0,F
52002,Etats-Unis,en,3,0,0,0,0,0,0,F
52003,Costa Rica,fr,3,0,0,0,0,0,0,F
52004,Etats-Unis,en,3,0,0,0,0,0,0,M
52005,Etats-Unis,en,3,0,0,0,0,0,0,F
52006,Royaume-Uni,en,3,0,0,0,0,0,0,F
52007,Royaume-Uni,en,3,1,0,0,0,0,0,M
52008,France,fr,3,0,0,0,0,0,0,F
52009,Etats-Unis,en,3,0,0,0,0,0,0,F
52010,Etats-Unis,en,3,0,0,0,0,0,0,F
52011,Etats-Unis,en,3,2,0,0,0,0,0,F
52012,Etats-Unis,en,3,0,0,0,0,0,0,F
52013,Etats-Unis,en,3,0,0,0,0,1,0,F
52014,Royaume-Uni,en,3,0,0,0,0,0,0,F
52015,Etats-Unis,en,3,0,0,0,0,0,0,F
52016,Russie,en,3,0,0,0,0,0,0,F
52017,Etats-Unis,en,3,0,0,0,0,0,0,F
52018,Etats-Unis,en,3,0,0,0,0,0,0,F
52019,Etats-Unis,en,3,0,0,0,0,0,0,F
52020,Espagne,en,3,0,0,0,0,3,0,F
52021,Etats-Unis,en,3,1,0,0,0,0,0,F
52022,Zimbabwe,en,3,0,0,0,0,0,0,F
52023,Etats-Unis,en,3,16,0,0,0,3,0,F
52024,Etats-Unis,en,3,0,0,0,0,0,0,M
52025,Etats-Unis,en,3,0,0,0,0,0,0,F
52026,Allemagne,de,3,0,0,0,0,0,0,F
52027,Royaume-Uni,en,3,0,0,0,0,0,0,F
52028,Australie,en,3,0,0,0,0,0,0,F
52029,Etats-Unis,en,3,0,0,0,0,0,0,F
52030,Italie,it,3,0,0,0,0,0,0,F
52031,Etats-Unis,en,3,2,0,0,0,2,0,M
52032,Italie,it,3,0,0,0,0,0,0,M
52033,Etats-Unis,en,3,0,0,0,0,0,0,F
52034,Cor??e du Sud,en,3,0,0,0,0,0,0,F
52035,Italie,it,3,0,0,0,0,0,0,F
52036,Etats-Unis,en,3,0,0,0,0,0,0,F
52037,Etats-Unis,en,3,0,0,0,0,0,0,F
52038,Etats-Unis,en,3,0,0,0,0,0,0,F
52039,Etats-Unis,en,3,0,0,0,0,0,0,F
52040,Etats-Unis,en,3,0,0,0,0,0,0,M
52041,Etats-Unis,en,3,0,0,0,0,0,0,F
52042,Etats-Unis,en,3,0,0,0,0,2,0,F
52043,Etats-Unis,en,3,0,0,0,0,0,0,F
52044,Canada,en,3,2,0,0,0,0,0,F
52045,Canada,en,3,31,0,0,0,1,0,F
52046,Etats-Unis,en,3,0,0,0,0,0,0,F
52047,Etats-Unis,en,3,0,0,0,0,0,0,F
52048,Etats-Unis,en,3,0,0,0,0,1,0,F
52049,Etats-Unis,en,3,0,0,0,0,0,0,F
52050,Etats-Unis,en,3,0,0,0,0,0,0,F
52051,Etats-Unis,en,3,0,0,0,0,0,0,F
52052,Bahamas,en,3,0,0,0,0,0,0,M
52053,Etats-Unis,en,3,0,0,0,0,0,0,F
52054,Etats-Unis,en,3,0,0,0,0,0,0,M
52055,Etats-Unis,en,3,170,0,0,0,7,0,F
52056,Etats-Unis,en,3,0,0,0,0,0,0,M
52057,Royaume-Uni,en,3,0,0,0,0,0,0,F
52058,Etats-Unis,en,3,0,0,0,0,0,0,M
52059,Etats-Unis,en,3,0,0,0,0,1,0,F
52060,Etats-Unis,en,3,0,0,0,0,0,0,F
52061,Australie,en,3,0,0,0,0,0,0,F
52062,Royaume-Uni,en,3,1,0,0,0,0,0,F
52063,Etats-Unis,en,3,0,0,0,0,0,0,M
52064,Etats-Unis,en,3,0,0,0,0,0,0,F
52065,Canada,en,3,0,0,0,0,0,0,F
52066,Etats-Unis,en,3,0,0,0,0,0,0,M
52067,Allemagne,de,3,0,0,0,0,0,0,F
52068,Etats-Unis,en,3,0,0,0,0,2,0,F
52069,Hong Kong,en,3,0,0,0,0,0,0,F
52070,Royaume-Uni,en,3,0,0,0,0,0,0,F
52071,Etats-Unis,en,3,13,0,0,0,4,0,F
52072,Etats-Unis,en,3,0,0,0,0,0,0,F
52073,Etats-Unis,en,3,0,0,0,0,0,0,F
52074,Canada,en,3,0,0,0,0,0,0,F
52075,Chine,en,3,0,0,0,0,0,0,M
52076,Australie,en,3,0,0,0,0,0,0,F
52077,Canada,en,3,0,0,0,0,0,0,F
52078,Etats-Unis,en,3,0,0,0,0,0,0,F
52079,Cor??e du Sud,en,3,0,0,0,0,0,0,F
52080,Etats-Unis,en,3,0,0,0,0,0,0,F
52081,Etats-Unis,en,3,0,0,0,0,0,0,F
52082,Australie,en,3,0,0,0,0,0,0,F
52083,France,fr,3,0,0,0,0,0,0,F
52084,Etats-Unis,en,3,25,0,0,0,1,10,F
52085,Etats-Unis,en,3,0,0,0,0,0,0,F
52086,Etats-Unis,en,3,0,0,0,0,0,0,F
52087,Etats-Unis,en,3,0,0,0,0,0,0,F
52088,Etats-Unis,en,3,0,0,0,0,0,0,F
52089,Etats-Unis,en,3,0,0,0,0,0,0,F
52090,France,fr,3,0,0,0,0,0,0,F
52091,France,en,3,0,0,0,0,0,0,M
52092,France,en,3,0,0,0,0,0,0,M
